,Time (h),Oda,gDCWL,mu,mu-ln,regions
0,0.0,0.0,0.25396106694215814,0.8489229168282552,-0.1637868896922962,0
1,1.0,20.0,0.5935395748864185,0.10833847966758442,-2.222494881824962,0
2,2.0,24.0,0.6614552764752705,0.071799810716902,-2.63387343918628,0
3,3.0,26.9,0.7106941601271882,0.053491884355992225,-2.9282253308674364,0
4,4.0,29.2,0.7497456885407782,0.04212789440188544,-3.167045182832981,0
5,5.0,31.1,0.7820056467954829,0.04042464742465618,-3.2083155952723708,0
6,6.0,33.0,0.8142656050501876,0.04285720498054216,-3.1498815038363164,0
7,7.0,35.1,0.849921348384335,0.04873553137415641,-3.021346917914836,0
8,8.0,37.6,0.8923686618773675,0.05551078531567582,-2.8911779470972023,0
9,9.0,40.6,0.9433054380690066,0.056000353817938026,-2.882397270089483,0
10,10.0,43.8,0.9976379993400881,0.05625274833565329,-2.8779003797906815,0
11,11.0,47.2,1.0553663456906124,0.051729648407717765,-2.96172419167031,0
12,12.0,50.5,1.1113967995014153,0.05498549324997766,-2.900685887631528,0
13,13.0,54.2,1.1742188234711035,0.05895829573458922,-2.830924936970163,0
14,14.0,58.4,1.2455303101393982,0.053092835549559514,-2.935713283574379,0
15,15.0,62.4,1.3134460117282503,0.05409618499751012,-2.916991613222282,0
16,16.0,66.7,1.3864553909362662,0.0559620334474622,-2.8830817923278538,0
17,17.0,71.4,1.4662563403031674,0.05737877286815518,-2.8580808547127585,0
18,18.0,76.5,1.5528488598289538,0.0511525475539073,-2.972942982274272,0
19,19.0,81.3,1.6343477017355763,0.054582467047031624,-2.9080425641549064,0
20,20.0,86.7,1.7260338988805266,0.04707545784420952,-3.056003478640024,0
21,21.0,91.6,1.8092306333268702,0.04854102590283882,-3.0253459437022716,0
22,22.0,96.9,1.8992189379320994,0.04714666071973539,-3.0544920948977556,0
23,23.0,102.3,1.9909051350770495,0.04909168199451863,-3.014065668013341,0
24,24.0,108.2,2.0910807949206065,0.04911589284490847,-3.0135726133600746,0
25,25.0,114.4,2.196350132383327,0.048290342701707734,-3.0305236823791115,0
26,26.0,120.8,2.3050152549254905,0.0530752439881117,-2.936044674359357,0
27,27.0,128.2,2.430659302864867,0.051063650613747735,-2.9746823731764214,0
28,28.0,135.7,2.5580012433439645,0.050477393233595014,-2.986229701670603,0
29,29.0,143.5,2.690436861442226,0.04865268990229388,-3.023048180978426,0
30,30.0,151.4,2.824570372080209,0.04811513326660766,-3.0341585304258127,0
31,31.0,159.6,2.9637975603373556,0.04918361838278096,-3.0121946706268368,0
32,32.0,168.4,3.11321210383283,0.054653356491246585,-2.906744648290488,0
33,33.0,178.7,3.2880950354241234,0.051330103877201605,-2.9694778786987137,0
34,34.0,188.9,3.461280074475697,0.05487823623501531,-2.9026384346557563,0
35,35.0,200.4,3.656537716543647,0.055103533525747705,-2.8985414355555505,0
36,36.0,212.6,3.8636806063896447,0.059290538484101374,-2.8253055390962882,0
37,37.0,226.5,4.099687669410906,0.05244036884529968,-2.948078586448146,0
38,38.0,239.5,4.320413699574675,0.055791298660402555,-2.886137359740081,0
39,39.0,254.1,4.568306010373985,0.04966454126689768,-3.002464055904386,0
40,40.0,267.8,4.800917288315803,0.053702805243746043,-2.9242900396558325,0
41,41.0,283.4,5.0657885245123255,0.052874469703476645,-2.939834670914657,0
42,42.0,299.6,5.340847115947177,0.044761683686669995,-3.1064027803685264,0
43,43.0,314.0,5.585343641667045,0.051831603834694207,-2.9597552031208636,0
44,44.0,331.5,5.882474836118273,0.049551676151263546,-3.0047391913057524,0
45,45.0,349.1,6.181303923109222,0.014994524696598344,-4.200070164742804,0
46,46.0,354.6,6.274688012793893,0.032741164593502736,-3.419122136703462,0
47,47.0,366.9,6.483528795179613,0.04805945402246614,-3.035316409069884,0
48,48.0,385.7,6.802732592647217,0.055818407804923975,-2.8856515750191445,0
49,49.0,408.7,7.193247876783117,0.05889344857816714,-2.8320254240837777,0
50,50.0,434.4,7.629606259491491,0.05224337479990959,-2.9518421942646285,0
51,51.0,458.5,8.038798361564325,0.03303115962725611,-3.4103039318924777,0
52,52.0,474.4,8.308763275380013,0.034939284211113364,-3.354143460716371,0
53,53.0,491.8,8.60419657729152,0.032423261744205956,-3.4288791587222156,0
54,54.0,508.5,8.887744631424978,0.033069719605360426,-3.409137230846261,0
55,55.0,526.1,9.186573718415927,0.03308445752694311,-3.408691667997009,0
56,56.0,544.3,9.495590160645202,0.02977105345706743,-3.5142187180482116,0
57,57.0,561.2,9.782533999858103,0.029921496565273653,-3.5091781082339275,2
58,58.0,578.7,10.079665194309332,0.030850395562346034,-3.478605706594757,2
59,59.0,597.3,10.395473206697492,0.03119437478855458,-3.467517495660476,2
60,60.0,616.7,10.724864359403426,0.031478666382597,-3.4584452202884766,2
61,61.0,636.9,11.067838652427127,0.03126163328651366,-3.465363706904776,2
62,62.0,657.6,11.419302408149438,0.025542394483281772,-3.6674156785327043,2
63,63.0,675.0,11.714735710060944,0.022641694890043862,-3.787962165814776,2
64,64.0,690.8,11.983002731336908,0.021308497697757556,-3.84864933288096,2
65,65.0,706.0,12.241082397374548,0.022085720661459085,-3.8128240032023233,2
66,66.0,722.1,12.514443096269677,0.01775057449703432,-4.0313373975543785,2
67,67.0,735.3,12.738564911512889,0.01730998745904122,-4.056471634286412,2
68,68.0,748.4,12.960988834216378,0.01637128539002397,-4.11222636960511,2
69,69.0,761.0,13.174923294221264,0.012423197317627643,-4.388189802625697,2
70,70.0,770.7,13.33961887057423,0.014907596218578512,-4.205884382613969,2
71,71.0,782.5,13.539970190261343,0.011470626097739078,-4.467965763651519,2
72,72.0,791.7,13.696176303915703,0.016353344297760586,-4.113322858349648,2
73,73.0,805.0,13.921996011698635,0.015249780206692432,-4.183190188708486,2
74,74.0,817.6,14.13593047170352,0.02115456255000092,-3.855899673350499,2
75,75.0,835.4,14.43815534377391,0.017947998447084057,-4.020276677391467,2
76,76.0,850.8,14.699630794890991,0.01467651290604799,-4.221506824472917,2
77,77.0,863.6,14.91696103997532,0.01592161199281783,-4.14007784786166,2
78,78.0,877.7,15.156363888076022,0.014237373282518728,-4.251884850510518,2
79,79.0,890.5,15.373694133160349,0.014908348744307354,-4.20583390454058,2
80,80.0,904.1,15.604607518562446,0.015225309654126828,-4.184796127062504,2
81,81.0,918.2,15.84401036666315,0.014257723127199196,-4.250456545243714,2
82,82.0,931.6,16.0715279669858,0.01218045144329638,-4.407922953077203,2
83,83.0,943.2,16.268483501593472,0.014197020354535628,-4.254723170580827,2
84,84.0,956.9,16.50109477953529,0.012881540189655372,-4.3519599855128535,2
85,85.0,969.5,16.715029239540176,0.0133193039683559,-4.31854086986315,2
86,86.0,982.7,16.939151054783387,0.009179342886927788,-4.690799657856461,2
87,87.0,991.9,17.095357168437747,0.010964075212848368,-4.513131240582606,2
88,88.0,1003.0,17.283823240346813,0.005779188450394823,-5.153492012661853,2
89,89.0,1008.9,17.383998900190367,0.0030231908548317143,-5.801442430929695,2
90,90.0,1012.0,17.436633568921728,0.004469248924769964,-5.410534910253103,2
91,91.0,1016.6,17.51473662574891,0.0022271563917048987,-6.10702966788974,2
92,92.0,1018.9,17.553788154162497,0.008188022986652221,-4.805082803828434,2
93,93.0,1027.4,17.69810902003881,0.007740809385972103,-4.861249025016733,2
94,94.0,1035.5,17.835638315756235,0.008908682166955728,-4.720728953381674,2
95,95.0,1044.9,17.99524021449004,0.006114170659853091,-5.097146142940494,2
96,96.0,1051.4,18.105603229571923,0.005331064250325035,-5.234204389005355,2
97,97.0,1057.1,18.202383104336032,0.010762195123721785,-4.531715737274421,2
98,98.0,1068.7,18.399338638943707,0.006897166171088376,-4.976644651581466,2
99,99.0,1076.2,18.526680579422806,0.006667864005124535,-5.010455709453863,2
100,100.0,1083.5,18.65062673482246,0.006442810070689919,-5.04479048765685,2
101,101.0,1090.6,18.77117710514267,0.007928273524281604,-4.837319981504995,2
102,102.0,1099.4,18.920591648638148,0.008577934272735899,-4.7585621552231805,2
103,103.0,1109.0,19.08358933245139,0.00841675693896482,-4.777530686564832,2
104,104.0,1118.5,19.244889123724914,0.009745404261273016,-4.630959462914551,2
105,105.0,1129.6,19.433355195633975,0.009910906054269919,-4.614119506538025,2
106,106.0,1141.0,19.626914945162206,0.006896832170326661,-4.976693078549995,2
107,107.0,1149.0,19.76274634833991,0.008299105083850566,-4.791607591215534,2
108,108.0,1158.7,19.92744192469288,0.007554525258298028,-4.885608523312832,2
109,109.0,1167.6,20.07855436072807,0.00967770585049399,-4.637930404698243,2
110,110.0,1179.1,20.27381200279602,0.005761984372353979,-5.156473354514735,2
111,111.0,1186.0,20.390966588036793,0.00878756719703322,-4.734417374986031,2
112,112.0,1196.6,20.57094319724725,0.005843121383921179,-5.1424901413793105,1
113,113.0,1203.7,20.691493567567463,0.008090874388021696,-4.81701847117848,1
114,114.0,1213.6,20.85958492899987,0.007218154923123166,-4.931155909550042,1
115,115.0,1222.5,21.010697365035067,0.0012114288354374558,-6.7159547603018,1
116,116.0,1224.0,21.036165753130888,0.008519188926886745,-4.76543413904717,1
117,117.0,1234.6,21.216142362341344,0.006938339069031407,-4.970692860335659,1
118,118.0,1243.3,21.3638590132971,0.0072850984438384,-4.921924326202057,1
119,119.0,1252.5,21.520065126951458,0.009892074001834228,-4.6160214483729645,1
120,120.0,1265.1,21.73399958695634,0.007006332776594348,-4.960940856534653,1
121,121.0,1274.1,21.88680991553126,0.007958580778541613,-4.8335045891752015,1
122,122.0,1284.4,22.061692847122554,0.008735303319979515,-4.740382611330485,1
123,123.0,1295.8,22.25525259665078,0.007297319289019999,-4.920248218952009,1
124,124.0,1305.4,22.41825028046403,0.0063417621389567636,-5.060598609252597,1
125,125.0,1313.8,22.560873253800615,0.00532911297330152,-5.234570476173396,1
126,126.0,1320.9,22.68142362412083,0.006640292004435722,-5.014599339889091,1
127,127.0,1329.8,22.832536060156023,0.007261133713758028,-4.925219303417129,1
128,128.0,1339.6,22.99892952904871,0.00647557499940854,-5.03971787234183,1
129,129.0,1348.4,23.148344072544187,0.010071185423491613,-4.598076860859009,1
130,130.0,1362.2,23.382653243025725,0.00572006302739636,-5.163775454875549,1
131,131.0,1370.1,23.516786753663705,0.008912859569083942,-4.72026014969829,1
132,132.0,1382.5,23.72732542858915,0.006846130602500722,-4.984071661857642,1
133,133.0,1392.1,23.890323112402392,0.007575753962133724,-4.882802399584833,1
134,134.0,1402.8,24.071997614152572,0.0073787721892975,-4.90914802422467,1
135,135.0,1413.3,24.25027633082331,0.005864065418250686,-5.13891215855096,1
136,136.0,1421.7,24.3928993041599,0.006245000768438036,-5.075974012356079,1
137,137.0,1430.7,24.54570963273482,0.00503689920357564,-5.290964623620828,1
138,138.0,1438.0,24.669655788134474,0.006380340389186223,-5.054533830511609,1
139,139.0,1447.3,24.827559794328554,0.005592102722113079,-5.186399904742757,1
140,140.0,1455.5,24.9667869825857,0.004139788230925756,-5.48711064440352,1
141,141.0,1461.6,25.070358427508697,0.006547850691488666,-5.0286184218882815,1
142,142.0,1471.3,25.235054003861666,0.008041551300233873,-4.82313326661301,1
143,143.0,1483.3,25.438801108628223,0.0047276455610636425,-5.3543279676225115,1
144,144.0,1490.4,25.559351478948436,0.005366357210251138,-5.22760596000851,1
145,145.0,1498.5,25.69688077466586,0.008945913003016503,-4.716558498698343,1
146,146.0,1512.1,25.927794160067954,0.006852437630562314,-4.983150831534363,1
147,147.0,1522.6,26.106072876738693,0.007709751649517926,-4.865269303401973,1
148,148.0,1534.5,26.30812208896553,0.004186242283724884,-5.475951777100345,1
149,149.0,1541.0,26.418485104047413,0.0025033592912722114,-5.9901217325782135,1
150,150.0,1544.9,26.484702913096545,0.007218138256436024,-4.931158218548195,1
151,151.0,1556.2,26.67656477008505,0.00444541866685455,-5.415881226182965,1
152,152.0,1563.2,26.795417247865544,0.0054976183708035364,-5.203440304015723,1
153,153.0,1571.9,26.943133898821298,0.0030831063850706997,-5.781817623676817,1
154,154.0,1576.8,27.026330633267637,0.001945638940721306,-6.242164851630535,1
155,155.0,1579.9,27.078965301999002,-0.0008782069228092659,0.0,1
156,156.0,1578.5,27.055194806442902,-6.275858780879773e-05,0.0,1
157,157.0,1578.4,27.05349691390318,-0.0020732460767804994,0.0,1
158,158.0,1575.1,26.997466460092376,0.002136004664589297,-6.148818174090086,1
159,159.0,1578.5,27.055194806442902,-0.00106743201791204,0.0,1
160,160.0,1576.8,27.026330633267637,-0.0011943621783006009,0.0,1
161,161.0,1574.9,26.994070675012935,0.004518484221851526,-5.3995786905279894,1
162,162.0,1582.1,27.116318937872865,0.0019391883934050114,-6.245485747356256,1
163,163.0,1585.2,27.16895360660423,0.000999402048072806,-6.9083534097538815,1
164,164.0,1586.8,27.196119887239767,0.0008112793587793377,-7.116898101042295,1
165,165.0,1588.1,27.218192490256143,-0.0004991709408752598,0.0,1
166,166.0,1587.3,27.204609349938373,-0.0009990900191056973,0.0,1
167,167.0,1585.7,27.177443069302836,-0.003692795438355656,0.0,1
168,168.0,1579.8,27.077267409459278,-0.0011293357604245102,0.0,1
169,169.0,1578.0,27.046705343744293,0.005071997298593978,-5.284020594458951,1
170,170.0,1586.1,27.184234639461717,0.003055803624682163,-5.79071266868164,1
171,171.0,1591.0,27.267431373908064,0.0019284520278244344,-6.251037656008104,1
172,172.0,1594.1,27.32006604263942,-0.0011192935192405606,0.0,1
173,173.0,1592.3,27.28950397692444,-0.0025541884217261668,0.0,1
174,174.0,1588.2,27.219890382795867,0.0,0.0,1
175,175.0,1588.2,27.219890382795867,-0.0007488031533471329,0.0,1
176,176.0,1587.0,27.19951567231921,0.0016216987510446756,-6.424281067391135,1
177,177.0,1589.6,27.243660878351964,-0.0003740048175808752,0.0,1
178,178.0,1589.0,27.233473523113638,0.001059317229290091,-6.8501307017059405,1
179,179.0,1590.7,27.2623376962889,-6.228172481126393e-05,0.0,1
180,180.0,1590.6,27.26063980374918,0.0011826899692235493,-6.739963799994924,1
181,181.0,1592.5,27.292899762003884,-0.0017434001170038016,0.0,1
182,182.0,1589.7,27.245358770891688,0.0019300128406727346,-6.250228622889167,1
183,183.0,1592.8,27.297993439623045,0.0,0.0,1
